episode_id,round,investment,repay_prop,reward
1595835711_25,4,18.0,1.0,56.0
1595835711_25,5,14.0,0.5,27.0
1595835711_25,6,14.0,1.0,48.0
1595835711_25,7,14.0,0.75,37.5
1595835711_25,8,16.0,0.5,28.0
1595835711_25,9,15.0,0.0,5.0
1595835728_57,0,5.0,0.25,18.75
1595835728_57,1,5.0,0.5,22.5
1595835728_57,2,7.0,0.0,13.0
1595835728_57,3,2.0,0.0,18.0
1595835728_57,4,0.0,0.0,20.0
1595835728_57,5,1.0,0.75,21.25
1595835728_57,6,4.0,0.5,22.0
1595835728_57,7,5.0,0.5,22.5
1595835728_57,8,7.0,0.75,28.75
1595835728_57,9,10.0,0.25,17.5
1595835739_3,0,5.0,0.5,22.5
1595835739_3,1,10.0,0.0,10.0
1595835739_3,2,5.0,0.75,26.25
1595835739_3,3,15.0,0.75,38.75
1595835739_3,4,20.0,0.25,15.0
1595835739_3,5,15.0,0.5,27.5
1595835739_3,6,18.0,0.5,29.0
1595835739_3,7,20.0,0.5,30.0
1595835739_3,8,20.0,1.0,60.0
1595835739_3,9,12.0,0.25,17.0
1595835762_98,0,6.0,0.0,14.0
1595835762_98,1,13.0,1.0,46.0
1595835762_98,2,15.0,0.25,16.25
1595835762_98,3,8.0,0.25,18.0
1595835762_98,4,14.0,1.0,48.0
1595835762_98,5,14.0,0.75,37.5
1595835762_98,6,13.0,0.25,16.75
1595835762_98,7,16.0,0.25,16.0
1595835762_98,8,8.0,1.0,36.0
1595835762_98,9,11.0,0.0,9.0
1595835876_11,0,12.0,1.0,44.0
1595835876_11,1,12.0,1.0,44.0
1595835876_11,2,8.0,0.0,12.0
1595835876_11,3,13.0,0.5,26.5
1595835876_11,4,14.0,0.25,16.5
1595835876_11,5,13.0,0.0,7.0
1595835876_11,6,12.0,0.0,8.0
1595835876_11,7,8.0,0.5,24.0
1595835876_11,8,12.0,1.0,44.0
1595835876_11,9,13.0,1.0,46.0
1595835897_95,0,17.0,0.0,3.0
1595835897_95,1,14.0,1.0,48.0
1595835897_95,2,14.0,0.75,37.5
1595835897_95,3,14.0,0.25,16.5
1595835897_95,4,13.0,1.0,46.0
1595835897_95,5,13.0,1.0,46.0
1595835897_95,6,14.0,1.0,48.0
1595835897_95,7,14.0,1.0,48.0
1595835897_95,8,15.0,0.5,27.5
1595835897_95,9,15.0,0.5,27.5
1595836013_85,0,15.0,0.75,38.75
1595836013_85,1,15.0,0.5,27.5
1595836013_85,2,18.0,0.25,15.5
1595836013_85,3,11.0,0.25,17.25
1595836013_85,4,16.0,0.75,40.0
1595836013_85,5,15.0,0.75,38.75
1595836013_85,6,15.0,0.75,38.75
1595836013_85,7,14.0,0.25,16.5
1595836013_85,8,15.0,0.25,16.25
1595836013_85,9,15.0,0.0,5.0
1595836128_17,0,11.0,1.0,42.0
1595836128_17,1,14.0,0.75,37.5
1595836128_17,2,14.0,0.25,16.5
1595836128_17,3,15.0,0.25,16.25
1595836128_17,4,13.0,0.5,26.5
1595836128_17,5,15.0,1.0,50.0
1595836128_17,6,12.0,1.0,44.0
1595836128_17,7,15.0,0.25,16.25
1595836128_17,8,14.0,0.5,27.0
1595836128_17,9,14.0,0.0,6.0
1595836134_48,0,4.0,0.5,22.0
1595836134_48,1,7.0,0.0,13.0
1595836134_48,2,0.0,0.0,20.0
1595836134_48,3,0.0,0.0,20.0
1595836134_48,4,2.0,0.25,19.5
1595836134_48,5,4.0,1.0,28.0
1595836134_48,6,17.0,1.0,54.0
1595836134_48,7,8.0,1.0,36.0
1595836134_48,8,4.0,0.0,16.0
1595836134_48,9,1.0,1.0,22.0
1595836343_57,0,15.0,0.25,16.25
1595836343_57,1,16.0,1.0,52.0
1595836343_57,2,17.0,0.25,15.75
1595836343_57,3,15.0,0.0,5.0
1595836343_57,4,16.0,0.75,40.0
1595836343_57,5,16.0,0.25,16.0
1595836343_57,6,15.0,1.0,50.0
1595836343_57,7,16.0,0.25,16.0
1595836343_57,8,15.0,0.0,5.0
1595836343_57,9,15.0,0.75,38.75
1595836457_93,0,14.0,0.0,6.0
1595836457_93,1,16.0,0.0,4.0
1595836457_93,2,17.0,0.75,41.25
1595836457_93,3,15.0,0.5,27.5
1595836457_93,4,15.0,1.0,50.0
1595836457_93,5,15.0,0.0,5.0
1595836457_93,6,17.0,0.0,3.0
1595836457_93,7,16.0,0.5,28.0
1595836457_93,8,15.0,1.0,50.0
1595836457_93,9,14.0,0.0,6.0
1595836545_46,0,15.0,0.5,27.5
1595836545_46,1,20.0,0.75,45.0
1595836545_46,2,15.0,0.75,38.75
1595836545_46,3,20.0,0.0,0.0
1595836545_46,4,0.0,0.0,20.0
1595836545_46,5,0.0,0.0,20.0
1595836545_46,6,10.0,1.0,40.0
1595836545_46,7,15.0,0.5,27.5
1595836545_46,8,20.0,0.25,15.0
1595836545_46,9,0.0,0.0,20.0
1595933128_55,0,10.0,0.75,32.5
1595933128_55,1,10.0,1.0,40.0
1595933128_55,2,20.0,0.0,0.0
1595933128_55,3,20.0,0.5,30.0
1595933128_55,4,20.0,0.5,30.0
1595933128_55,5,20.0,0.5,30.0
1595933128_55,6,20.0,0.75,45.0
1595933128_55,7,20.0,0.25,15.0
1595933128_55,8,20.0,1.0,60.0
1595933128_55,9,20.0,0.75,45.0
1595933134_15,0,5.0,0.0,15.0
1595933134_15,1,10.0,0.75,32.5
1595933134_15,2,14.0,1.0,48.0
1595933134_15,3,15.0,0.0,5.0
1595933134_15,4,5.0,0.25,18.75
1595933134_15,5,14.0,0.75,37.5
1595933134_15,6,13.0,0.25,16.75
1595933134_15,7,5.0,0.5,22.5
1595933134_15,8,14.0,0.75,37.5
1595933134_15,9,12.0,0.75,35.0
1595933135_7,0,1.0,1.0,22.0
1595933135_7,1,5.0,0.0,15.0
1595933135_7,2,1.0,0.5,20.5
1595933135_7,3,1.0,0.0,19.0
1595933135_7,4,0.0,0.0,20.0
1595933135_7,5,5.0,0.5,22.5
1595933135_7,6,20.0,0.0,0.0
1595933135_7,7,3.0,0.25,19.25
1595933135_7,8,1.0,0.25,19.75
1595933135_7,9,0.0,0.0,20.0
1595933137_13,0,20.0,0.5,30.0
1595933137_13,1,20.0,0.5,30.0
1595933137_13,2,20.0,0.0,0.0
1595933137_13,3,20.0,0.0,0.0
1595933137_13,4,20.0,0.25,15.0
1595933137_13,5,20.0,1.0,60.0
1595933137_13,6,20.0,1.0,60.0
1595933137_13,7,20.0,0.75,45.0
1595933137_13,8,20.0,1.0,60.0
1595933137_13,9,20.0,0.5,30.0
1595933138_15,0,13.0,0.25,16.75
1595933138_15,1,13.0,0.0,7.0
1595933138_15,2,20.0,1.0,60.0
1595933138_15,3,5.0,1.0,30.0
1595933138_15,4,7.0,0.25,18.25
1595933138_15,5,10.0,0.25,17.5
1595933138_15,6,20.0,0.75,45.0
1595933138_15,7,5.0,0.25,18.75
1595933138_15,8,20.0,1.0,60.0
1595933138_15,9,1.0,0.25,19.75
1595933140_71,0,10.0,0.0,10.0
1595933140_71,1,20.0,1.0,60.0
1595933140_71,2,1.0,0.0,19.0
1595933140_71,3,15.0,0.0,5.0
1595933140_71,4,20.0,0.5,30.0
1595933140_71,5,9.0,0.5,24.5
1595933140_71,6,12.0,0.0,8.0
1595933140_71,7,19.0,0.25,15.25
1595933140_71,8,18.0,0.0,2.0
1595933140_71,9,5.0,0.0,15.0
1595933147_44,0,10.0,1.0,40.0
1595933147_44,1,6.0,0.75,27.5
1595933147_44,2,7.0,0.75,28.75
1595933147_44,3,8.0,0.25,18.0
1595933147_44,4,4.0,0.75,25.0
1595933147_44,5,6.0,0.75,27.5
1595933147_44,6,7.0,0.75,28.75
1595933147_44,7,6.0,0.25,18.5
1595933147_44,8,4.0,0.0,16.0
1595933147_44,9,2.0,0.25,19.5
1595933147_57,0,17.0,0.5,28.5
1595933147_57,1,17.0,0.0,3.0
1595933147_57,2,15.0,0.75,38.75
1595933147_57,3,15.0,0.0,5.0
1595933147_57,4,17.0,1.0,54.0
1595933147_57,5,15.0,0.0,5.0
1595933147_57,6,16.0,0.5,28.0
1595933147_57,7,16.0,0.75,40.0
1595933147_57,8,16.0,0.75,40.0
1595933147_57,9,15.0,0.75,38.75
1595933147_61,0,15.0,0.5,27.5
1595933147_61,1,15.0,0.0,5.0
1595933147_61,2,15.0,0.0,5.0
1595933147_61,3,14.0,1.0,48.0
1595933147_61,4,17.0,0.0,3.0
1595933147_61,5,15.0,0.5,27.5
1595933147_61,6,5.0,0.0,15.0
1595933147_61,7,14.0,0.5,27.0
1595933147_61,8,14.0,0.0,6.0
1595933147_61,9,20.0,0.25,15.0
1595933148_90,0,15.0,0.5,27.5
1595933148_90,1,15.0,0.75,38.75
1595933148_90,2,17.0,0.75,41.25
1595933148_90,3,15.0,0.5,27.5
1595933148_90,4,17.0,0.25,15.75
1595933148_90,5,12.0,0.0,8.0
1595933148_90,6,12.0,0.0,8.0
1595933148_90,7,14.0,0.25,16.5
1595933148_90,8,17.0,0.75,41.25
1595933148_90,9,18.0,0.25,15.5
1595933159_48,0,15.0,1.0,50.0
1595933159_48,1,10.0,0.5,25.0
1595933159_48,2,15.0,0.5,27.5
1595933159_48,3,18.0,0.25,15.5
1595933159_48,4,5.0,0.25,18.75
1595933159_48,5,10.0,0.0,10.0
1595933159_48,6,2.0,0.25,19.5
1595933159_48,7,15.0,0.0,5.0
1595933159_48,8,0.0,0.0,20.0
1595933159_48,9,3.0,0.0,17.0
1595933162_24,0,15.0,1.0,50.0
1595933162_24,1,15.0,1.0,50.0
1595933162_24,2,15.0,0.25,16.25
1595933162_24,3,15.0,0.25,16.25
1595933162_24,4,10.0,0.75,32.5
1595933162_24,5,10.0,0.75,32.5
1595933162_24,6,10.0,0.25,17.5
1595933162_24,7,10.0,1.0,40.0
1595933162_24,8,15.0,0.25,16.25
1595933162_24,9,10.0,0.25,17.5
1595933167_35,0,5.0,1.0,30.0
1595933167_35,1,15.0,0.0,5.0
1595933167_35,2,5.0,0.0,15.0
1595933167_35,3,5.0,0.0,15.0
1595933167_35,4,5.0,0.5,22.5
1595933167_35,5,5.0,0.0,15.0
1595933167_35,6,10.0,0.75,32.5
1595933167_35,7,10.0,0.5,25.0
1595933167_35,8,20.0,1.0,60.0
1595933167_35,9,20.0,0.0,0.0
1595933170_56,0,15.0,0.25,16.25
1595933170_56,1,4.0,1.0,28.0
1595933170_56,2,20.0,0.75,45.0
1595933170_56,3,20.0,0.5,30.0
1595933170_56,4,20.0,0.5,30.0
1595933170_56,5,20.0,1.0,60.0
1595933170_56,6,20.0,1.0,60.0
1595933170_56,7,20.0,0.0,0.0
1595933170_56,8,20.0,0.5,30.0
1595933170_56,9,20.0,0.75,45.0
1595933172_37,0,15.0,0.75,38.75
1595933172_37,1,5.0,0.75,26.25
1595933172_37,2,16.0,1.0,52.0
1595933172_37,3,5.0,0.25,18.75
1595933172_37,4,12.0,1.0,44.0
1595933172_37,5,9.0,0.0,11.0
1595933172_37,6,11.0,0.75,33.75
1595933172_37,7,11.0,0.0,9.0
1595933172_37,8,8.0,0.0,12.0
1595933172_37,9,8.0,0.0,12.0
1595933174_78,0,17.0,0.5,28.5
1595933174_78,1,19.0,0.25,15.25
1595933174_78,2,16.0,0.0,4.0
1595933174_78,3,19.0,0.75,43.75
1595933174_78,4,20.0,0.75,45.0
1595933174_78,5,20.0,1.0,60.0
1595933174_78,6,20.0,0.25,15.0
1595933174_78,7,16.0,1.0,52.0
1595933174_78,8,19.0,0.75,43.75
1595933174_78,9,18.0,0.75,42.5
1595933177_35,0,10.0,0.25,17.5
1595933177_35,1,1.0,0.5,20.5
1595933177_35,2,15.0,0.5,27.5
1595933177_35,3,20.0,0.5,30.0
1595933177_35,4,20.0,0.25,15.0
1595933177_35,5,15.0,0.75,38.75
1595933177_35,6,15.0,0.25,16.25
1595933177_35,7,20.0,0.5,30.0
1595933177_35,8,15.0,0.25,16.25
1595933177_35,9,2.0,1.0,24.0
1595933180_22,0,10.0,0.5,25.0
1595933180_22,1,10.0,0.25,17.5
1595933180_22,2,12.0,1.0,44.0
1595933180_22,3,13.0,0.25,16.75
1595933180_22,4,13.0,0.25,16.75
1595933180_22,5,13.0,0.75,36.25
1595933180_22,6,15.0,1.0,50.0
1595933180_22,7,17.0,0.5,28.5
1595933180_22,8,20.0,0.25,15.0
1595933180_22,9,20.0,0.0,0.0
1595933180_71,0,20.0,0.0,0.0
1595933180_71,1,0.0,0.0,20.0
1595933180_71,2,0.0,0.0,20.0
1595933180_71,3,0.0,0.0,20.0
1595933180_71,4,0.0,0.0,20.0
1595933180_71,5,0.0,0.0,20.0
1595933180_71,6,0.0,0.0,20.0
1595933180_71,7,0.0,0.0,20.0
1595933180_71,8,0.0,0.0,20.0
1595933180_71,9,0.0,0.0,20.0
1595933182_86,0,15.0,0.5,27.5
1595933182_86,1,10.0,0.5,25.0
1595933182_86,2,15.0,0.0,5.0
1595933182_86,3,10.0,0.75,32.5
1595933182_86,4,3.0,0.0,17.0
1595933182_86,5,3.0,0.75,23.75
1595933182_86,6,2.0,0.5,21.0
1595933182_86,7,5.0,0.25,18.75
1595933182_86,8,10.0,0.0,10.0
1595933182_86,9,3.0,0.5,21.5
1595933186_95,0,2.0,0.5,21.0
1595933186_95,1,3.0,0.0,17.0
1595933186_95,2,6.0,0.25,18.5
1595933186_95,3,7.0,0.25,18.25
1595933186_95,4,8.0,0.5,24.0
1595933186_95,5,8.0,0.75,30.0
1595933186_95,6,6.0,0.75,27.5
1595933186_95,7,9.0,0.25,17.75
1595933186_95,8,13.0,0.5,26.5
1595933186_95,9,13.0,1.0,46.0
1595933186_99,0,20.0,1.0,60.0
1595933186_99,1,20.0,1.0,60.0
1595933186_99,2,20.0,0.5,30.0
1595933186_99,3,20.0,0.25,15.0
1595933186_99,4,15.0,0.0,5.0
1595933186_99,5,20.0,0.25,15.0
1595933186_99,6,20.0,0.75,45.0
1595933186_99,7,20.0,0.25,15.0
1595933186_99,8,20.0,1.0,60.0
1595933186_99,9,20.0,1.0,60.0
1595933187_42,0,13.0,0.5,26.5
1595933187_42,1,14.0,0.5,27.0
1595933187_42,2,12.0,1.0,44.0
1595933187_42,3,15.0,0.75,38.75
1595933187_42,4,17.0,1.0,54.0
1595933187_42,5,12.0,1.0,44.0
1595933187_42,6,14.0,1.0,48.0
1595933187_42,7,13.0,0.5,26.5
1595933187_42,8,16.0,1.0,52.0
1595933187_42,9,13.0,0.75,36.25
1595933187_51,0,20.0,0.75,45.0
1595933187_51,1,18.0,1.0,56.0
1595933187_51,2,17.0,0.0,3.0
1595933187_51,3,20.0,0.5,30.0
1595933187_51,4,18.0,0.75,42.5
1595933187_51,5,17.0,0.0,3.0
1595933187_51,6,20.0,0.75,45.0
1595933187_51,7,20.0,0.0,0.0
1595933187_51,8,20.0,0.75,45.0
1595933187_51,9,20.0,0.0,0.0
1595933187_65,0,17.0,0.75,41.25
1595933187_65,1,18.0,0.5,29.0
1595933187_65,2,18.0,0.0,2.0
1595933187_65,3,16.0,0.75,40.0
1595933187_65,4,16.0,0.75,40.0
1595933187_65,5,16.0,0.75,40.0
1595933187_65,6,19.0,1.0,58.0
1595933187_65,7,19.0,0.25,15.25
1595933187_65,8,11.0,0.25,17.25
1595933187_65,9,16.0,0.5,28.0
1595933187_70,0,10.0,0.0,10.0
1595933187_70,1,13.0,0.5,26.5
1595933187_70,2,14.0,1.0,48.0
1595933187_70,3,15.0,0.75,38.75
1595933187_70,4,16.0,0.5,28.0
1595933187_70,5,15.0,0.0,5.0
1595933187_70,6,11.0,1.0,42.0
1595933187_70,7,16.0,0.75,40.0
1595933187_70,8,18.0,0.0,2.0
1595933187_70,9,15.0,0.25,16.25
1595933188_45,0,2.0,0.25,19.5
1595933188_45,1,3.0,1.0,26.0
1595933188_45,2,1.0,0.0,19.0
1595933188_45,3,0.0,0.0,20.0
1595933188_45,4,2.0,0.5,21.0
1595933188_45,5,2.0,0.25,19.5
1595933188_45,6,1.0,0.75,21.25
1595933188_45,7,1.0,1.0,22.0
1595933188_45,8,9.0,0.75,31.25
1595933188_45,9,11.0,1.0,42.0
1595933190_26,0,15.0,0.25,16.25
1595933190_26,1,20.0,0.0,0.0
1595933190_26,2,5.0,0.5,22.5
1595933190_26,3,10.0,0.25,17.5
1595933190_26,4,5.0,0.75,26.25
1595933190_26,5,5.0,0.75,26.25
1595933190_26,6,5.0,0.25,18.75
1595933190_26,7,3.0,0.0,17.0
1595933190_26,8,5.0,0.25,18.75
1595933190_26,9,9.0,0.25,17.75
1595933191_89,0,14.0,0.0,6.0
1595933191_89,1,13.0,1.0,46.0
1595933191_89,2,13.0,0.5,26.5
1595933191_89,3,14.0,0.25,16.5
1595933191_89,4,13.0,0.0,7.0
1595933191_89,5,16.0,1.0,52.0
1595933191_89,6,13.0,0.5,26.5
1595933191_89,7,14.0,0.25,16.5
1595933191_89,8,13.0,0.0,7.0
1595933191_89,9,13.0,0.75,36.25
1595933196_47,0,17.0,0.5,28.5
1595933196_47,1,15.0,0.25,16.25
1595933196_47,2,18.0,0.75,42.5
1595933196_47,3,20.0,1.0,60.0
1595933196_47,4,16.0,0.25,16.0
1595933196_47,5,17.0,0.0,3.0
1595933196_47,6,16.0,1.0,52.0
1595933196_47,7,17.0,0.25,15.75
1595933196_47,8,17.0,0.0,3.0
1595933196_47,9,18.0,0.5,29.0
1595933201_20,0,1.0,0.25,19.75
1595933201_20,1,1.0,0.0,19.0
1595933201_20,2,0.0,0.0,20.0
1595933201_20,3,1.0,1.0,22.0
1595933201_20,4,1.0,0.25,19.75
1595933201_20,5,0.0,0.0,20.0
1595933201_20,6,1.0,0.0,19.0
1595933201_20,7,0.0,0.0,20.0
1595933201_20,8,1.0,0.0,19.0
1595933201_20,9,0.0,0.0,20.0
1595933201_71,0,12.0,0.25,17.0
1595933201_71,1,10.0,1.0,40.0
1595933201_71,2,20.0,0.5,30.0
1595933201_71,3,20.0,0.5,30.0
1595933201_71,4,20.0,0.5,30.0
1595933201_71,5,20.0,0.5,30.0
1595933201_71,6,20.0,0.0,0.0
1595933201_71,7,20.0,0.0,0.0
1595933201_71,8,0.0,0.0,20.0
1595933201_71,9,0.0,0.0,20.0
1595933203_98,0,10.0,0.25,17.5
1595933203_98,1,15.0,1.0,50.0
1595933203_98,2,12.0,0.5,26.0
1595933203_98,3,19.0,1.0,58.0
1595933203_98,4,18.0,0.0,2.0
1595933203_98,5,15.0,0.25,16.25
1595933203_98,6,10.0,0.25,17.5
1595933203_98,7,5.0,0.25,18.75
1595933203_98,8,20.0,0.0,0.0
1595933203_98,9,15.0,0.75,38.75
1595933205_64,0,20.0,0.25,15.0
1595933205_64,1,10.0,0.5,25.0
1595933205_64,2,15.0,0.0,5.0
1595933205_64,3,0.0,0.0,20.0
1595933205_64,4,0.0,0.0,20.0
1595933205_64,5,0.0,0.0,20.0
1595933205_64,6,0.0,0.0,20.0
1595933205_64,7,3.0,0.0,17.0
1595933205_64,8,0.0,0.0,20.0
1595933205_64,9,0.0,0.0,20.0
1595933205_73,0,20.0,0.75,45.0
1595933205_73,1,20.0,0.75,45.0
1595933205_73,2,20.0,0.25,15.0
1595933205_73,3,20.0,0.25,15.0
1595933205_73,4,20.0,0.5,30.0
1595933205_73,5,20.0,1.0,60.0
1595933205_73,6,20.0,0.5,30.0
1595933205_73,7,20.0,0.25,15.0
1595933205_73,8,20.0,0.5,30.0
1595933205_73,9,20.0,0.5,30.0
1595933206_68,0,15.0,0.0,5.0
1595933206_68,1,15.0,0.5,27.5
1595933206_68,2,10.0,0.25,17.5
1595933206_68,3,5.0,0.25,18.75
1595933206_68,4,15.0,0.75,38.75
1595933206_68,5,13.0,0.75,36.25
1595933206_68,6,18.0,0.0,2.0
1595933206_68,7,12.0,1.0,44.0
1595933206_68,8,8.0,0.25,18.0
1595933206_68,9,13.0,0.25,16.75
1595933210_21,0,20.0,0.75,45.0
1595933210_21,1,20.0,0.5,30.0
1595933210_21,2,20.0,0.25,15.0
1595933210_21,3,20.0,0.75,45.0
1595933210_21,4,20.0,0.25,15.0
1595933210_21,5,20.0,0.25,15.0
1595933210_21,6,20.0,0.25,15.0
1595933210_21,7,20.0,0.25,15.0
1595933210_21,8,20.0,0.25,15.0
1595933210_21,9,20.0,0.5,30.0
1595933215_91,0,15.0,0.75,38.75
1595933215_91,1,5.0,0.5,22.5
1595933215_91,2,1.0,0.0,19.0
1595933215_91,3,20.0,0.75,45.0
1595933215_91,4,20.0,0.75,45.0
1595933215_91,5,16.0,1.0,52.0
1595933215_91,6,13.0,0.25,16.75
1595933215_91,7,18.0,0.0,2.0
1595933215_91,8,6.0,0.0,14.0
1595933215_91,9,17.0,0.25,15.75
1595933219_32,0,15.0,0.25,16.25
1595933219_32,1,4.0,1.0,28.0
1595933219_32,2,12.0,0.25,17.0
1595933219_32,3,5.0,0.75,26.25
1595933219_32,4,5.0,0.75,26.25
1595933219_32,5,5.0,0.0,15.0
1595933219_32,6,7.0,1.0,34.0
1595933219_32,7,8.0,0.5,24.0
1595933219_32,8,5.0,0.0,15.0
1595933219_32,9,5.0,0.5,22.5
1595933220_89,0,10.0,0.75,32.5
1595933220_89,1,15.0,1.0,50.0
1595933220_89,2,18.0,0.0,2.0
1595933220_89,3,0.0,0.0,20.0
1595933220_89,4,1.0,1.0,22.0
1595933220_89,5,1.0,0.5,20.5
1595933220_89,6,4.0,0.25,19.0
1595933220_89,7,9.0,0.5,24.5
1595933220_89,8,12.0,0.0,8.0
1595933220_89,9,0.0,0.0,20.0
1595933227_66,0,5.0,1.0,30.0
1595933227_66,1,5.0,0.5,22.5
1595933227_66,2,5.0,0.75,26.25
1595933227_66,3,5.0,1.0,30.0
1595933227_66,4,10.0,0.25,17.5
1595933227_66,5,8.0,1.0,36.0
1595933227_66,6,10.0,0.0,10.0
1595933227_66,7,5.0,1.0,30.0
1595933227_66,8,6.0,0.75,27.5
1595933227_66,9,6.0,0.75,27.5
1595933231_25,0,18.0,0.5,29.0
1595933231_25,1,20.0,0.5,30.0
1595933231_25,2,20.0,0.75,45.0
1595933231_25,3,20.0,0.5,30.0
1595933231_25,4,20.0,1.0,60.0
1595933231_25,5,20.0,1.0,60.0
1595933231_25,6,20.0,0.25,15.0
1595933231_25,7,20.0,0.0,0.0
1595933231_25,8,18.0,0.0,2.0
1595933231_25,9,5.0,0.5,22.5
1595933233_80,0,13.0,0.25,16.75
1595933233_80,1,14.0,0.75,37.5
1595933233_80,2,13.0,0.25,16.75
1595933233_80,3,16.0,0.5,28.0
1595933233_80,4,15.0,0.75,38.75
1595933233_80,5,16.0,0.25,16.0
1595933233_80,6,16.0,0.25,16.0
1595933233_80,7,16.0,0.5,28.0
1595933233_80,8,14.0,0.25,16.5
1595933233_80,9,17.0,0.5,28.5
1595933234_38,0,5.0,1.0,30.0
1595933234_38,1,15.0,1.0,50.0
1595933234_38,2,15.0,0.5,27.5
1595933234_38,3,10.0,0.0,10.0
1595933234_38,4,5.0,1.0,30.0
1595933234_38,5,10.0,0.75,32.5
1595933234_38,6,15.0,0.5,27.5
1595933234_38,7,5.0,0.5,22.5
1595933234_38,8,8.0,0.75,30.0
1595933234_38,9,12.0,0.25,17.0
1595933241_72,0,10.0,0.5,25.0
1595933241_72,1,15.0,0.25,16.25
1595933241_72,2,15.0,0.75,38.75
1595933241_72,3,15.0,0.75,38.75
1595933241_72,4,15.0,0.0,5.0
1595933241_72,5,15.0,0.5,27.5
1595933241_72,6,15.0,0.0,5.0
1595933241_72,7,15.0,0.0,5.0
1595933241_72,8,11.0,0.0,9.0
1595933241_72,9,5.0,0.0,15.0
1595933243_58,0,5.0,0.0,15.0
1595933243_58,1,0.0,0.0,20.0
1595933243_58,2,0.0,0.0,20.0
1595933243_58,3,10.0,0.75,32.5
1595933243_58,4,15.0,0.5,27.5
1595933243_58,5,13.0,0.5,26.5
1595933243_58,6,7.0,0.0,13.0
1595933243_58,7,0.0,0.0,20.0
1595933243_58,8,0.0,0.0,20.0
1595933243_58,9,0.0,0.0,20.0
1595933246_11,0,15.0,1.0,50.0
1595933246_11,1,20.0,0.5,30.0
1595933246_11,2,20.0,1.0,60.0
1595933246_11,3,20.0,0.25,15.0
1595933246_11,4,20.0,0.0,0.0
1595933246_11,5,20.0,0.5,30.0
1595933246_11,6,20.0,0.5,30.0
1595933246_11,7,20.0,1.0,60.0
1595933246_11,8,20.0,0.25,15.0
1595933246_11,9,20.0,0.0,0.0
1595933249_84,0,5.0,0.0,15.0
1595933249_84,1,7.0,0.75,28.75
1595933249_84,2,9.0,0.75,31.25
1595933249_84,3,11.0,0.5,25.5
1595933249_84,4,9.0,1.0,38.0
1595933249_84,5,11.0,0.25,17.25
1595933249_84,6,11.0,0.75,33.75
1595933249_84,7,9.0,0.5,24.5
1595933249_84,8,11.0,0.5,25.5
1595933249_84,9,11.0,1.0,42.0
1595933250_1,0,5.0,0.75,26.25
1595933250_1,1,5.0,0.25,18.75
1595933250_1,2,6.0,0.0,14.0
1595933250_1,3,3.0,0.0,17.0
1595933250_1,4,6.0,0.0,14.0
1595933250_1,5,2.0,1.0,24.0
1595933250_1,6,4.0,1.0,28.0
1595933250_1,7,3.0,0.75,23.75
1595933250_1,8,6.0,1.0,32.0
1595933250_1,9,5.0,0.75,26.25
1595933254_47,0,10.0,0.75,32.5
1595933254_47,1,5.0,1.0,30.0
1595933254_47,2,15.0,1.0,50.0
1595933254_47,3,5.0,0.75,26.25
1595933254_47,4,5.0,0.5,22.5
1595933254_47,5,20.0,0.25,15.0
1595933254_47,6,10.0,0.5,25.0
1595933254_47,7,15.0,0.5,27.5
1595933254_47,8,0.0,0.0,20.0
1595933254_47,9,5.0,0.75,26.25
1595933258_20,0,10.0,0.25,17.5
1595933258_20,1,15.0,0.5,27.5
1595933258_20,2,17.0,0.5,28.5
1595933258_20,3,20.0,0.0,0.0
1595933258_20,4,15.0,0.75,38.75
1595933258_20,5,12.0,0.75,35.0
1595933258_20,6,15.0,0.0,5.0
1595933258_20,7,14.0,0.25,16.5
1595933258_20,8,17.0,0.25,15.75
1595933258_20,9,10.0,1.0,40.0
1595933261_15,0,20.0,0.75,45.0
1595933261_15,1,20.0,1.0,60.0
1595933261_15,2,20.0,1.0,60.0
1595933261_15,3,20.0,0.0,0.0
1595933261_15,4,20.0,0.75,45.0
1595933261_15,5,20.0,0.5,30.0
1595933261_15,6,20.0,1.0,60.0
1595933261_15,7,20.0,0.0,0.0
1595933261_15,8,20.0,0.5,30.0
1595933261_15,9,20.0,1.0,60.0
1595933261_2,0,10.0,0.5,25.0
1595933261_2,1,15.0,0.25,16.25
1595933261_2,2,13.0,0.5,26.5
1595933261_2,3,18.0,0.75,42.5
1595933261_2,4,14.0,0.5,27.0
1595933261_2,5,18.0,0.0,2.0
1595933261_2,6,11.0,0.5,25.5
1595933261_2,7,16.0,1.0,52.0
1595933261_2,8,19.0,0.0,1.0
1595933261_2,9,18.0,0.75,42.5
1595933269_59,0,12.0,0.25,17.0
1595933269_59,1,11.0,0.0,9.0
1595933269_59,2,9.0,0.5,24.5
1595933269_59,3,12.0,0.25,17.0
1595933269_59,4,12.0,1.0,44.0
1595933269_59,5,8.0,0.75,30.0
1595933269_59,6,8.0,0.75,30.0
1595933269_59,7,13.0,0.5,26.5
1595933269_59,8,14.0,0.5,27.0
1595933269_59,9,13.0,0.0,7.0
1595933270_10,0,11.0,1.0,42.0
1595933270_10,1,11.0,0.5,25.5
1595933270_10,2,11.0,1.0,42.0
1595933270_10,3,12.0,1.0,44.0
1595933270_10,4,12.0,0.75,35.0
1595933270_10,5,11.0,0.5,25.5
1595933270_10,6,11.0,0.25,17.25
1595933270_10,7,15.0,1.0,50.0
1595933270_10,8,14.0,0.5,27.0
